,A,RpoH,Lrp
tcs__wt_115-kcl__1,0.1869120589,-0.3719340625,0.28228039
tcs__wt_115-kcl__2,-0.007056220100000001,-0.41590390250000003,0.22740423
tcs__wt_CuSO4__1,1.7327117239,0.0303806925,-0.910065081
tcs__wt_CuSO4__2,1.8047506754,0.026511687500000002,-0.9454840790000001
tcs__wt_etoh__1,3.2270217107,1.5562596275,-0.8766881620000001
tcs__wt_etoh__2,3.3429071965,1.5617823675,-0.872067922
tcs__wt_lb__1,0.9511975098000001,0.3378133525,-1.338154381
tcs__wt_lb__2,0.8759070039,0.3869630665,-1.27289673
tcs__wt_LiAcet__1,1.2844024545,0.2475938635,-0.41075282
tcs__wt_LiAcet__2,1.3396031688,0.4856714535,-0.44553304
tcs__wt_LiCl__1,1.2694281007,0.3227630065,-0.33785343
tcs__wt_LiCl__2,1.3655607379,0.3790818285,-0.38782241
tcs__wt_m9p__1,13.1229459277,3.9164834375,-2.095898211
tcs__wt_m9p__2,12.7565854114,3.9529697275,-2.000366423
tcs__wt_pyr__1,2.5363108708,-0.11108665050000001,-2.159298476
tcs__wt_pyr__2,2.2415435389000002,-0.1228898615,-2.150713769
tcs__wt_zncl2__1,7.7188341539,0.7947984345,-0.6820185790000001
tcs__wt_zncl2__2,7.4909525078,0.8548821895000001,-0.6835790350000001
ros_tale__1_112_0pq__1,3.4763476236,0.9769273595,-0.049447399999999996
ros_tale__1_112_0pq__2,2.9677454727,1.0520338545,-0.24208123
ros_tale__1_112_250pq__1,4.1464580781,1.4144272525,-0.596276773
ros_tale__1_112_250pq__2,3.5100755322,1.3030429165,-0.606237278
ros_tale__1_112_750pq__1,3.1806490279,1.6757064475,-0.7501787390000001
ros_tale__1_112_750pq__2,3.2450444833,1.4311859495,-0.6814209360000001
ros_tale__1_112_750pq__3,3.7420551431,1.4900793475,-0.9504560350000001
ros_tale__3_76_0pq__1,3.5525104622,-0.4547914375,-0.2305159
ros_tale__3_76_0pq__2,2.957276029,-0.6377549305,-0.17591846
ros_tale__3_76_0pq__3,3.2663445246,-0.7730936075,-0.2965743
ros_tale__3_76_0pq__4,3.4381469552,-0.8035391575,-0.32117841
ros_tale__3_76_250pq__1,4.929459114,1.4483617625,-0.895111893
ros_tale__3_76_250pq__2,4.6312944663,1.2053331965,-1.737699315
ros_tale__3_76_750pq__1,3.8122077168,1.3279804785,-1.6833376370000002
ros_tale__3_76_750pq__2,3.9181624319,0.9747602315,-2.316047306
ros_tale__7_103_0pq__1,5.310417247,0.9743925955,-0.734570159
ros_tale__7_103_0pq__2,5.2881244597,1.1342847725,-0.761658111
ros_tale__7_103_0pq__3,5.1597092399,1.0820321165,-0.8394056560000001
ros_tale__7_103_0pq__4,5.3231415549,1.1006045145,-0.7554964460000001
ros_tale__7_103_250pq__1,5.4478560189,0.0827085815,-0.808046189
ros_tale__7_103_250pq__2,5.2788171794,0.1232186205,-0.512217975
ros_tale__7_103_750pq__1,5.8273088576,0.2940928465,-0.47461469300000003
ros_tale__7_103_750pq__2,5.1723190644,0.11308815250000001,-0.4357486
ros_tale__9_77_0pq__1,4.4610021467,1.8012496875,-1.494754572
ros_tale__9_77_0pq__2,4.8347285080999995,1.7591056575000001,-1.316425476
ros_tale__9_77_250pq__1,5.6700680205000005,2.6617699575,-1.490609592
ros_tale__9_77_250pq__2,5.4503799041,3.1344563075,-1.471973372
ros_tale__9_77_750pq__1,4.0348558683,2.1399995875,-1.527542005
ros_tale__9_77_750pq__2,5.4007945933,2.2750540075,-1.645324409
ros_tale__11_83_0pq__1,3.8219850798,0.6562772555,-1.678068745
ros_tale__11_83_0pq__2,3.6097312178000003,0.7320586485,-1.718998047
ros_tale__11_83_250pq__1,3.5511089249000003,0.5210909135,-1.8352499290000002
ros_tale__11_83_250pq__2,3.9936896604000003,0.35399722450000004,-1.786663477
ros_tale__11_83_750pq__1,3.8470675304,0.4745598105,-1.72796102
ros_tale__11_83_750pq__2,4.2044884563,0.3901425375,-1.7236913839999999
ros_tale__13_87_0pq__1,2.5978592809,0.2504840135,-1.211982991
ros_tale__13_87_0pq__2,2.8083141197,0.9538469975,-1.3472629839999999
ros_tale__13_87_250pq__1,2.799533914,0.8441140295,-1.33030413
ros_tale__13_87_250pq__2,2.800867691,0.7509069975,-1.254761602
ros_tale__13_87_750pq__1,3.0811947475,0.9952920715,-1.2234490230000001
ros_tale__13_87_750pq__2,3.1573617741,1.0157191285,-1.5154520580000002
ros_tale__14_27_0pq__1,4.0949754443,0.48169127850000004,-0.9081233510000001
ros_tale__14_27_0pq__2,4.124396068,0.46133995850000004,-0.9903019460000001
ros_tale__14_27_250pq__1,3.1971827774,1.1728677555,-0.5167432120000001
ros_tale__14_27_250pq__2,3.2420756631,1.0511519175,-0.5776650170000001
ros_tale__14_27_750pq__1,4.3941725953,1.0712284565,-0.37683329
ros_tale__14_27_750pq__2,5.2526979655,0.8715864925,-0.36824514
ros_tale__16_28_250pq__1,3.1396934915,0.15064125050000002,0.02452012
ros_tale__16_28_250pq__2,3.2069052915,0.1759478945,0.03989264
ros_tale__16_32_0pq__1,4.1668916933,1.3881728885,-0.35072934
ros_tale__16_32_0pq__2,4.4942577744,1.6668295675,-0.43471469999999995
ros_tale__16_32_0pq__3,3.357227568,-0.46453912950000004,-0.18387566
ros_tale__16_32_0pq__4,3.2617704660999998,-0.4127486715,-0.18186948
ros_tale__16_32_250pq__1,2.6393850989,0.6458034625,-0.3310511
ros_tale__16_32_250pq__2,2.6588663364,0.7763894265,-0.28769541
ros_tale__16_32_750pq__1,2.6806743556,1.3907511575,-0.31953937
ros_tale__16_32_750pq__2,2.7741604317,1.5976905875,-0.38048491
ros_tale__17_104_0pq__1,5.6119974682,0.0122565755,-0.5721116110000001
ros_tale__17_104_0pq__2,5.1636450918,-0.1436317165,-0.694359012
ros_tale__17_104_250pq__1,2.3411958829,0.0306854615,-1.247673151
ros_tale__17_104_250pq__2,2.3771392224,0.2349995245,-1.017907423
ros_tale__17_104_250pq__3,1.8755848233,-0.09984968250000001,-1.133742854
ros_tale__17_104_250pq__4,1.6433036591999999,-0.15441197750000002,-1.2309957200000001
ros_tale__17_104_750pq__1,2.6967143242000002,0.033201271500000004,-0.8953110120000001
ros_tale__17_104_750pq__2,3.1843087049,-0.10113105850000001,-0.971223696
ros_tale__18_24_250pq__1,3.1527458861,0.4108058035,0.52490577
ros_tale__18_24_250pq__2,2.8096061246,0.047550035500000004,0.36177099
ros_tale__18_36_0pq__1,4.7076871123,1.3184050434999999,-0.18063335
ros_tale__18_36_0pq__2,4.9960911911,1.2104354315,-0.17650689
ros_tale__18_36_0pq__3,4.5228274391,-0.7997353505,-0.16131298
ros_tale__18_36_0pq__4,3.6460803014,-0.7320201075,-0.01814422
ros_tale__18_36_250pq__1,3.4190654373,0.4154699475,-0.08565903
ros_tale__18_36_250pq__2,3.4400200736,0.3931071635,-0.0522423
ros_tale__18_36_750pq__1,3.7415618888,0.6439955055000001,-1.15562081
ros_tale__18_36_750pq__2,3.4152600284,0.46129043150000004,-1.287140001
ros_tale__19_91_0pq__1,3.3407738771,-0.4046707935,-1.146727265
ros_tale__19_91_0pq__2,2.9610564706,-0.5571103715,-1.042519202
ros_tale__19_91_250pq__1,2.2660246148,0.0217557265,-0.968609127
ros_tale__19_91_250pq__2,1.4032953396,-0.3496905925,-0.9814548620000001
ros_tale__19_91_750pq__1,1.8621775349,-0.2276384165,-0.8692324100000001
ros_tale__19_91_750pq__2,4.4533704312,0.28476859050000003,-1.274923334
ros_tale__19_91_750pq__3,2.225688628,-0.0170878875,-0.39179945
ros_tale__19_91_750pq__4,4.9478493812,-0.0371651505,-0.9349098520000001
ros_tale__21_97_0pq__1,1.775076418,1.4239917645,-0.534779118
ros_tale__21_97_0pq__2,2.8506920921,0.7813463225,-0.663013057
ros_tale__21_97_250pq__1,4.4314770934,0.9673513985000001,-0.953631497
ros_tale__21_97_250pq__2,3.100141728,0.6254963565,-1.310194488
ros_tale__21_97_750pq__1,3.8747384907,1.2097969295,-0.644525101
ros_tale__21_97_750pq__2,3.1739516269,0.6373076885,-1.159417647
ros_tale__25_111_0pq__1,2.5284547081,0.9525092365000001,-0.797058927
ros_tale__25_111_0pq__2,3.2671001887,1.1615869145,-0.664834806
ros_tale__25_111_250pq__1,1.9554746389000002,1.4382616485,-1.455263908
ros_tale__25_111_250pq__2,2.9622375536,1.4495616305,-1.424101167
ros_tale__25_111_750pq__1,3.2637223887999998,1.3312017235,-1.064509031
ros_tale__25_111_750pq__2,2.0722278086,1.0790883505,-1.786087297
ros_tale__29_119_0pq__1,4.788697307,2.0502518375,-0.52355104
ros_tale__29_119_0pq__2,4.8750150638,1.4422316845,-0.5861448850000001
ros_tale__29_119_250pq__1,4.7119475687,1.6104264175,-0.801511481
ros_tale__29_119_250pq__2,5.4341776473,2.0940266175,-1.017915859
ros_tale__29_119_750pq__1,4.6283211146,1.9569648175,-0.8455171930000001
ros_tale__29_119_750pq__2,4.8692978705000005,1.7669209175,-0.9345093310000001
ros_tale__ALE4_0pq__1,2.8555793542,-0.6694757225,0.18244069000000002
ros_tale__ALE4_0pq__2,3.1636236045,-0.6578283835000001,0.18055084
ros_tale__ALE4_250pq__1,2.6178491334,1.2546426175,-0.26686069
ros_tale__ALE4_250pq__2,2.4105327748,1.2533757925,-0.23508251
pcoli__atASMT_325G__1,4.6429311828,0.1070166735,-0.33309309
pcoli__atASMT_325G__2,4.2505772534,0.0413673415,-0.31404305
pcoli__bpTDC__1,11.4764822458,0.5128609375000001,-0.38906226
pcoli__bpTDC__2,11.598897901,0.4631104975,-0.37757788000000003
pcoli__BRCA__1,11.2677805013,0.0550482855,-0.6204219750000001
pcoli__BRCA__2,11.1327791565,-0.0020633685,-0.567258162
pcoli__BRCActrl__1,12.7963015201,0.4769987905,-0.9036069760000001
pcoli__BRCActrl__2,13.6129681569,0.2242236785,-0.991964715
pcoli__BRCAswap__1,9.7001854402,0.25381494450000003,-0.539931876
pcoli__BRCAswap__2,9.0346889852,0.2945534455,-0.557142828
pcoli__btAANAT__1,4.5900555802,0.20002068750000002,-0.523184753
pcoli__btAANAT__2,4.3413407185,0.2366469145,-0.491167487
pcoli__btASMT__1,6.9087495938,0.3098365255,-0.556873489
pcoli__btASMT__2,6.8857815284,0.2155330685,-0.6080028080000001
pcoli__CC1__1,1.9531297197000002,0.5547688875,-0.5638607720000001
pcoli__CC1__2,1.977357225,0.6284077155000001,-0.500341994
pcoli__ccCOMT__1,5.9276262585,0.0640830205,-0.3547546
pcoli__ccCOMT__2,5.8345782501,0.0435855455,-0.35467996
pcoli__ckDDC__1,3.9240403389000003,0.39481468750000004,-0.5368745070000001
pcoli__ckDDC__2,3.8121571432,0.4611418795,-0.621547233
pcoli__CNTF_belt__1,5.2989845694,0.21204474750000002,-0.533150032
pcoli__CNTF_belt__2,5.4832559191,0.5438551605,-0.57321679
pcoli__cobPNMT__1,5.3427902975,0.1381855545,-0.556709336
pcoli__cobPNMT__2,4.5102072589,0.0984035265,-0.534851739
pcoli__cvPhhB__1,3.1042535798,0.0973428195,-0.45095516
pcoli__cvPhhB__2,3.0310168765,0.3290946705,-0.46322673000000003
pcoli__ggAANAT__1,4.9125454659,0.0422551725,-0.38989347
pcoli__ggAANAT__2,5.2236207219,0.0036097315000000003,-0.41520188
pcoli__ggTPH__1,5.3566344682,0.1278346955,-0.42882312
pcoli__ggTPH__2,5.3309745302,0.1524120755,-0.41234329000000003
pcoli__hsAANAT__1,2.4600605357,0.9272430815,-1.237969803
pcoli__hsAANAT__2,2.0336532323,0.8319979305,-0.856101379
pcoli__hsASMT__1,10.3881262763,0.18098553550000002,-0.49375391300000004
pcoli__hsASMT__2,10.971866092700001,0.2674156755,-0.532192863
pcoli__hsPNMT_mb__1,4.2715200591,0.1010204115,-0.486893911
pcoli__hsPNMT_mb__2,3.8840636944,0.0691740065,-0.45430517000000004
pcoli__hsTPH__1,8.0723251749,-0.27598982650000004,-0.6235481620000001
pcoli__hsTPH__2,8.6856035899,0.0337877075,-0.671038401
pcoli__hsTPH_E2K__1,7.324593308,0.7213901925,-0.42704584
pcoli__hsTPH_E2K__2,7.6303502325,0.6351561805,-0.522097425
pcoli__hsTPH_E2K_N91I_P99C__1,8.8771420164,-0.013453936500000001,-0.47675233600000005
pcoli__hsTPH_E2K_N91I_P99C__2,8.8700392897,-0.1250736155,-0.5381758320000001
pcoli__hsTPH_N158trunc__1,8.8400227253,0.6591663365,-0.5880510760000001
pcoli__hsTPH_N158trunc__2,8.8757236538,0.7022808075,-0.6129090460000001
pcoli__hsTPH_N174trunc__1,5.8652565762,0.2927430655,-0.573115208
pcoli__hsTPH_N174trunc__2,8.3015514675,0.6045311195,-0.609840802
pcoli__hsTPH_Ntermtrunc__1,11.3318754945,0.6759584315,-0.9540955630000001
pcoli__hsTPH_Ntermtrunc__2,9.5142229548,0.4681596985,-0.555825946
pcoli__hsTPH1__1,4.5861800108,0.47860016050000004,-0.34490421
pcoli__hsTPH1__2,4.4582475771,0.44671548050000004,-0.40354856
pcoli__MBP__1,2.6533276326,0.0469571055,-0.539284369
pcoli__MBP__2,4.7354211187,0.4672121645,-0.49206625400000004
pcoli__msCOMT__1,11.969084906500001,0.0744420735,-0.2965316
pcoli__msCOMT__2,12.0418126182,0.0546760675,-0.284545
pcoli__ocAANAT__1,4.7460130304,-0.0042318275,-0.523217742
pcoli__ocAANAT__2,4.5387702439,0.0585344515,-0.562198257
pcoli__osTDC_K374H__1,2.9878071645,0.5336267535,-0.34018673
pcoli__osTDC_K374H__2,3.3119746451,0.5668190955,-0.47541122900000005
pcoli__osTDC_K374L__1,10.8194900785,0.33905948950000003,-0.44149245000000004
pcoli__osTDC_K374L__2,11.2020706886,0.45600251150000004,-0.44023075
pcoli__osTDC_K374Q__1,6.9327878515,0.2601315415,-0.49509736200000004
pcoli__osTDC_K374Q__2,6.792095118,0.3164998395,-0.492391607
pcoli__osTDC_L360V__1,9.0525810699,0.0379980165,-0.5312033890000001
pcoli__osTDC_L360V__2,9.9302192754,0.1752673505,-0.559035076
pcoli__pmTPH__1,8.0561929391,-0.1364808595,-0.599916196
pcoli__pmTPH__2,8.774877113,0.2286245335,-0.553098092
pcoli__RFC__1,3.1299733093,0.0155714565,-0.6803729550000001
pcoli__RFC__2,2.9420403244,0.0407942975,-0.680848647
pcoli__RFCctrl__1,1.8088711106000002,0.5469688925,-0.9557635550000001
pcoli__RFCctrl__2,1.3821652464,0.5454760245,-0.912093714
pcoli__RFCnopause__1,1.9854653909,0.6870679905,-1.098924585
pcoli__RFCnopause__2,2.6331425241,0.7975274585000001,-1.211080264
pcoli__RFCpluspause__1,4.2306933192,0.7443063285,-1.2057207220000001
pcoli__RFCpluspause__2,5.1946477053,0.37193547450000003,-1.636227947
pcoli__rnCOMT_sol__1,2.3578151661,0.6680327465,-0.8681744480000001
pcoli__rnCOMT_sol__2,2.1346392691,0.5187625285,-0.9357282760000001
pcoli__rnPNMT__1,11.8760959379,0.27185109150000003,-0.65297958
pcoli__rnPNMT__2,12.3334501084,0.2745223795,-0.640962602
pcoli__rnTDC__1,9.5003940081,-0.020718332500000002,-0.487879638
pcoli__rnTDC__2,9.0923136436,0.0847413655,-0.539464723
pcoli__rnTDC_trunc__1,9.2523130088,0.5450091405,-0.5936338480000001
pcoli__rnTDC_trunc__2,9.1972191471,0.7887305295,-0.630362442
pcoli__saCOMT_T2A__1,6.2915824568,0.020914856500000002,-0.27597319
pcoli__saCOMT_T2A__2,6.1242181271,0.0298849015,-0.34418337
pcoli__sfCOMT__1,5.6535662927,-0.0436904055,-0.69434446
pcoli__sfCOMT__2,5.1160680297,-0.1597805455,-0.751186466
pcoli__sgAANAT_D63G__1,4.1399681251,0.0834109615,-0.42766504
pcoli__sgAANAT_D63G__2,3.9289059989,0.2235316735,-0.39069424
pcoli__ssDDC__1,8.9433856846,0.2211328125,-0.571092402
pcoli__ssDDC__2,9.5286641401,0.37817539650000004,-0.493976599
pcoli__TP53B__1,7.7335786088,0.2658656755,-0.575881917
pcoli__TP53B__2,7.8200185701,0.23233850050000002,-0.645516251
pcoli__WT__1,4.3735463784,0.8548909765,-0.948741217
pcoli__WT__2,4.3224453792,0.6151959075,-1.002601875
cck__glu_ale4__1,3.2722593294,-0.5714363165,-0.13762756
cck__glu_ale4__2,4.0813879432,-0.33964913550000003,-0.12454776000000001
cck__cck_ale1__1,4.1885127465,-0.5407632995,-0.13551547
cck__cck_ale1__2,4.5889684733,-0.5827783505,-0.10928189
cck__cck_ale2__1,4.5248765807,-0.4571928995,-0.22347198000000001
cck__cck_ale2__2,4.7669143027,-0.4810984555,-0.18750564
cck_pgi__gmos_delpgi__1,2.1664156789,0.1876206335,-0.13166879
cck_pgi__gmos_delpgi__2,0.6338863265,0.0491956785,-0.07485542
cck_pgi__pgi_ale1__1,3.2950702445,-0.2945803145,-0.18782103
cck_pgi__pgi_ale1__2,3.8770978766,0.1075978405,-0.028420090000000002
cck_pgi__pgi_ale2__1,3.3749786814,0.3277960265,0.07952112
cck_pgi__pgi_ale3__1,3.6572724966,-0.3541091255,-0.22036707
cck_pgi__pgi_ale3__2,3.326310431,0.0356459235,-0.12285809
cck_pgi__pgi_ale4__1,3.2608665769,-0.3966194375,-0.5055014840000001
cck_pgi__pgi_ale4__2,3.3990393873,-0.24970976250000002,-0.616462458
cck_pgi__pgi_ale4__3,3.186884828,-0.2192232755,-0.61580484
cck_pgi__pgi_ale5__1,4.2181890346,-0.1666855945,0.15524607
cck_pgi__pgi_ale5__2,4.3202373516,-0.0451379515,0.14542259
cck_pgi__pgi_ale6__1,4.1076145626,-0.5663041015,-0.13805556
cck_pgi__pgi_ale6__2,4.0793527829,-0.4570063795,-0.12451112
cck_pgi__pgi_ale7__1,4.4920968525,-0.4453843295,0.060721790000000005
cck_pgi__pgi_ale7__2,4.5536665088,-0.19557240950000002,0.11613279
cck_pgi__pgi_ale8__1,5.3944852883,-0.6577536075,-0.31948313
cck_pgi__pgi_ale8__2,5.2712821973,-0.47568309950000004,-0.38190284
cck_sdh__gmos_delsdhCB__1,1.7916893238,0.5061824825,-0.22482834000000002
cck_sdh__gmos_delsdhCB__2,1.6492964373999999,0.9359231865000001,-0.26339211
cck_sdh__sdh_ale1__1,2.7327495486,-0.0146260525,-0.09003722
cck_sdh__sdh_ale1__2,2.7465928864,-0.0096523825,-0.12107811
cck_sdh__sdh_ale2__1,3.3131235375,-0.1660998525,-0.04652623
cck_sdh__sdh_ale3__1,3.1623788098,-0.10145920750000001,-0.06018581
cck_sdh__sdh_ale3__2,3.1859351358,-0.1674541545,-0.10775732
cck_sdh__sdh_ale3__3,3.0518697426,-0.2010809365,-0.13501735
cck_pts__gmos_delptsHIcrr__1,3.7615578272,0.4201434895,-0.671733718
cck_pts__gmos_delptsHIcrr__2,4.1636807617,-0.1007289125,-0.5891714290000001
cck_pts__pts_ale1__1,2.2707617508,0.034433820500000004,-0.9268589250000001
cck_pts__pts_ale1__2,2.3617169397,-0.1055439975,-0.945195493
cck_pts__pts_ale2__1,5.4956099180999995,-1.1620111235,-0.46955744
cck_pts__pts_ale2__2,5.3565084509,-1.2490060885,-0.35146539
cck_pts__pts_ale3__1,3.6177369142,-0.6162144305,-2.176999619
cck_pts__pts_ale3__2,3.8581666132,-0.6810068815,-1.8324292899999999
cck_pts__pts_ale4__1,5.4279513634,-1.2323520015,-0.30461746
cck_pts__pts_ale4__2,5.5056564553000005,-1.0989374865000001,-0.34058443
cck_gnd__gmos_delgnd__1,2.1020505065,0.2506671075,-0.2697349
cck_gnd__gmos_delgnd__2,2.3164769696,0.5186103885,-0.08336518
cck_gnd__gnd_ale1__1,4.1299392875,-0.6220452955,-0.33102192
cck_gnd__gnd_ale1__2,4.0946897569,-0.6193971685,-0.31719005
cck_gnd__gnd_ale2__1,4.3824927327,-0.5803592055,-0.39582389
cck_gnd__gnd_ale2__2,4.0234140309,-0.3804618555,-0.39578102
cck_gnd__gnd_ale3__1,4.0538353527,-0.4809650715,-0.41130461
cck_gnd__gnd_ale3__2,3.9933787292,-0.46072620950000004,-0.45214628
cck_tpiA__gmos_deltpiA__1,2.862048052,0.6386442555,-0.6854790040000001
cck_tpiA__gmos_deltpiA__2,2.3981319788,0.4287924515,-0.573178812
cck_tpiA__tpiA_ale1__1,3.1794570622,-0.34561318350000003,-0.39625774
cck_tpiA__tpiA_ale1__2,3.4707780225000002,-0.4361762695,-0.43990065
cck_tpiA__tpiA_ale2__1,2.5789907567,-0.3218753545,-0.45667355
cck_tpiA__tpiA_ale2__2,2.5600825885000003,-0.1120534515,-0.36698022
cck_tpiA__tpiA_ale3__1,2.99392455,-0.0608057595,-0.44682955
cck_tpiA__tpiA_ale3__2,2.854413609,0.0807222665,-0.542667683
cck_tpiA__tpiA_ale4__1,3.5327196705,-0.1562712565,-0.44039437000000003
cck_tpiA__tpiA_ale4__2,3.6040692196,-0.08966586950000001,-0.511194523
acid_tale__acid_ale1_pH7__1,4.7297681692,-0.2593794085,0.22792414
acid_tale__acid_ale1_pH7__2,4.7748792006,-0.2592947855,0.2287772
acid_tale__acid_ale1_pH5__1,2.7781702837,-0.2424395585,-0.02556688
acid_tale__acid_ale1_pH5__2,2.44943448,-0.2661206075,0.13502295
acid_tale__acid_ale2_pH7__1,4.9280822566,-0.1777300095,0.28767536
acid_tale__acid_ale2_pH7__2,5.1570523497,-0.1679490925,0.25537654
acid_tale__acid_ale2_pH5__1,4.7588509488,0.061989890500000006,0.25564459
acid_tale__acid_ale2_pH5__2,4.3750407419,0.3528791255,0.27478796
acid_tale__low_Mg_ale_pH7__1,3.2302274594,-0.1739702515,0.42896812
acid_tale__low_Mg_ale_pH7__2,3.207593234,-0.44203545050000004,0.37744064
acid_tale__low_Mg_ale_pH5__1,4.1992014826,0.0073697245,0.52707341
acid_tale__low_Mg_ale_pH5__2,3.8902526163,-0.1476907345,0.38186708
acid_tale__MES_ale_pH7__1,4.5385985641,-0.4703574755,0.37596988000000003
acid_tale__MES_ale_pH7__2,4.1966501815,-0.23941086350000002,0.43998506
acid_tale__MES_ale_pH5__1,2.8810768655,-0.2145497515,0.49570111
acid_tale__MES_ale_pH5__2,3.206244414,0.3043547975,0.54310336
acid_tale__gmos_pH7__1,3.5324639527,-0.2887148545,0.30102386000000003
acid_tale__gmos_pH7__2,3.8737533408,-0.3874811495,0.28572659
acid_tale__gmos_pH5__1,3.0692319911,-0.0450316605,0.45011624
acid_tale__gmos_pH5__2,3.464012467,-0.0028271755,0.56432813
adnB__wt_adn__1,0.22694905370000001,-0.2804474665,0.51395106
adnB__wt_adn__2,2.1887772296,0.1809043085,0.09895834
adnB__delydhB_adn__1,3.0878864048,-0.0369652815,0.29930733
adnB__delydhB_adn__2,1.2527736546,-0.27841174750000003,0.43498446
ytf2__wt_glc__1,0.904006092,-0.6840952235000001,-0.15138647
ytf2__wt_glc__2,1.1208197853,-0.6540545375,-0.19853085
ytf2__ybcM_glc__1,3.3670573324,0.43594274650000003,-0.05504335
ytf2__ybcM_glc__2,2.9671405992,0.4845220555,-0.12573631
ytf2__ydhB_glc__1,2.3380686202,0.11725022950000001,-0.27574757
ytf2__ydhB_glc__2,2.2709176266,-0.0073466175,-0.16221957
ytf2__yfeC_glc__1,2.4786528123,-0.1837648465,-0.18646497
ytf2__yfeC_glc__2,2.2678997241,-0.1011225615,-0.09139962
ytf2__yciT_glc__1,2.0338202561,-0.36897068650000003,-0.0059367
ytf2__yciT_glc__2,2.0626447687,-0.38874628050000004,0.00527821
ytf2__ydiZ_glc__1,2.3884490171,-0.47271763050000004,-0.09012503000000001
ytf2__ydiZ_glc__2,2.4914186085,-0.6108890725,-0.03360522
ytf2__ynfL_glc__1,2.0351362346,-0.26053519950000004,0.00986924
ytf2__ynfL_glc__2,1.8501263046,-0.3157690425,0.07053867
misc2__dellon_glc__1,2.3800357796,-0.1943648895,-0.07172149
misc2__dellon_glc__2,3.3020320558,-0.4008282965,-0.10723965
ytf3__wt_glc2__1,1.5077937687,-0.5609929305,-0.04267874
ytf3__wt_glc2__2,1.8953328806,-0.4527175755,0.03544959
ytf3__wt_pH7_lactate__1,1.5393493181,-0.40485680350000003,-0.03225577
ytf3__wt_pH7_lactate__2,1.3195472666999999,-0.4062597505,-0.036939150000000004
ytf3__wt_pH55_lactate__1,1.2487043649,-0.4696918265,-0.05342864
ytf3__wt_pH55_lactate__2,1.1528348345000001,-0.5257140185,-0.02697128
ytf3__wt_pH55_HCl__1,1.1871190086,-0.5535702305,0.10975181
ytf3__wt_pH55_HCl__2,0.7975858268,-0.6763391495000001,0.03182564
ytf3__dyieP_pH7__1,1.648782818,-0.5246131115,0.07208303
ytf3__dyieP_pH7__2,1.6224112509,-0.4711140595,0.03155094
ytf3__dyieP_pH55__1,1.6532003212,-0.40736396150000004,-0.0250168
ytf3__dyieP_pH55__2,1.7847877622000001,-0.39600390750000003,0.0720503
