,A,flhD
hot_tale__hot_ale8_44c__1,15.8165415674,2.837937414
hot_tale__hot_ale8_44c__2,20.929568269,2.875959558
hot_tale__hot_ale9_mid_30c__1,29.5000167926,2.109467681
hot_tale__hot_ale9_mid_30c__2,29.390730995,2.014797493
hot_tale__hot_ale9_30c__1,34.1082155578,2.243895559
hot_tale__hot_ale9_30c__2,33.895023857300004,2.236727546
hot_tale__hot_ale9_mid_37c__1,30.9870436423,2.375350876
hot_tale__hot_ale9_mid_37c__2,30.6474410431,2.338213343
hot_tale__hot_ale9_37c__1,30.8320317742,2.388963054
hot_tale__hot_ale9_37c__2,30.66937821,2.402265634
hot_tale__hot_ale9_mid_44c__1,-6.0202658334,2.041660846
hot_tale__hot_ale9_mid_44c__2,-5.5832185121,1.67586502
hot_tale__hot_ale9_44c__1,-3.6292878534,2.719363158
hot_tale__hot_ale9_44c__2,-1.7427618476000002,2.7229248530000003
hot_tale__hot_ale10_30c__1,31.0397498331,2.127534757
hot_tale__hot_ale10_30c__2,30.446044843,2.065115979
hot_tale__hot_ale10_37c__1,32.8929487312,2.267783424
hot_tale__hot_ale10_37c__2,32.9047044974,2.291156619
hot_tale__hot_ale10_44c__1,13.9875915019,2.701596198
hot_tale__hot_ale10_44c__2,8.5426436111,2.561485851
hot_tale__hot_ale16_30c__1,30.5440160214,1.960722539
hot_tale__hot_ale16_30c__2,31.0838286556,2.230470634
hot_tale__hot_ale16_37c__1,31.5923999065,2.376829036
hot_tale__hot_ale16_37c__2,31.5282123322,2.305078559
hot_tale__hot_ale16_44c__1,6.1213650874,2.850365168
hot_tale__hot_ale16_44c__2,0.9910896410000001,2.86078697
pdhr_ale__pdhR-13_51__1,21.2673597557,2.015443062
pdhr_ale__pdhR-13_51__2,19.2302827222,2.058343997
pdhr_ale__pdhR-14_46__1,-8.100721219,-4.851608785
pdhr_ale__pdhR-14_46__2,-8.5046569938,-4.8555074220000005
pdhr_ale__pdhR-15_51__1,19.7189092563,2.013723043
pdhr_ale__pdhR-15_51__2,21.2349133574,2.022892078
pdhr_ale__pdhR-16_49__1,-7.3221504567,1.692624178
pdhr_ale__pdhR-16_49__2,-7.1902349279,1.039097896
tcs__del_atoC_LiAcet__1,-7.2782696465,-0.42385319400000004
tcs__del_atoC_LiAcet__2,-6.8282071847,-0.42841595800000004
tcs__del_atoC_LiCl__1,-5.9669922813,-0.073134009
tcs__del_atoC_LiCl__2,-6.1561991433,-0.21597180600000002
tcs__del_atoC_m9__1,-4.5835917278,-0.184987947
tcs__del_atoC_m9__2,-3.7340758439,-0.26514829900000003
tcs__del_baeR_etoh__1,-1.161947731,-3.571465031
tcs__del_baeR_etoh__2,-1.1573665928,-3.161982464
tcs__del_baeR_lb__1,6.6090162632,-1.600290591
tcs__del_baeR_lb__2,6.1553531871,-1.221646087
tcs__del_btsR_01xlb__1,-4.8902398596,-2.087285561
tcs__del_btsR_01xlb__2,-5.6778940072,-2.381581365
tcs__del_btsR_lb__1,10.2906646007,-0.193044408
tcs__del_btsR_lb__2,10.0696092234,-0.800060893
tcs__del_btsR_pyruvate__1,-5.8244281855,-1.967362326
tcs__del_btsR_pyruvate__2,-5.4258092247,-2.205733366
tcs__del_cpxR_etoh__1,-2.6156900598,-3.257297788
tcs__del_cpxR_etoh__2,-2.5255328633,-2.512450325
tcs__del_cpxR_lb__1,5.3753603358,-1.107315387
tcs__del_cpxR_lb__2,5.4472444608,-1.148526223
tcs__del_cusR_CuSO4__1,5.871204594,-2.226788413
tcs__del_cusR_CuSO4__2,5.4355200713,-2.786304376
tcs__del_cusR_lb__1,8.2594356379,-1.125145748
tcs__del_cusR_lb__2,7.9163550692,-0.6361210180000001
tcs__del_kdpE_01-kcl__1,-6.4557287573,-1.506825211
tcs__del_kdpE_01-kcl__2,-6.5323634637,-1.6404222970000002
tcs__del_kdpE_115-kcl__1,-6.9962159201,-1.554000202
tcs__del_kdpE_115-kcl__2,-6.7782001675,-2.134795236
tcs__del_phoB_m9__1,-4.1649452514,-0.24288224700000002
tcs__del_phoB_m9__2,-4.2576231551,-0.350233026
tcs__del_phoB_m9p__1,-3.862799607,-3.454444507
tcs__del_phoB_m9p__2,-3.1501657874,-3.156905386
tcs__del_rcsB_etoh__1,-4.6087455975000005,-2.532460264
tcs__del_rcsB_etoh__2,-4.4889641637,-1.961429523
tcs__del_rcsB_lb__1,4.6546052394,-0.6621568990000001
tcs__del_rcsB_lb__2,4.8111763272,-0.572267706
tcs__del_zraR_lb__1,6.1344294133,-0.044089222000000004
tcs__del_zraR_lb__2,6.1653047695,-0.070173047
tcs__del_zraR_zncl2__1,-6.2062972708,-1.7654795810000001
tcs__del_zraR_zncl2__2,-5.604406255,-1.477711286
tcs__wt_01-kcl__1,-5.8179167034,-0.714947761
tcs__wt_01-kcl__2,-5.8159742458,-0.982303027
tcs__wt_01xlb__1,-3.1722048736,-1.390078173
tcs__wt_01xlb__2,-2.6578441053,-1.072624084
tcs__wt_115-kcl__1,-6.5990448184,-0.7264860200000001
tcs__wt_115-kcl__2,-6.3756215831,-0.8707352970000001
tcs__wt_CuSO4__1,20.7641278587,-1.40845285
tcs__wt_CuSO4__2,20.8691460727,-1.665768763
tcs__wt_etoh__1,1.0522034566,-2.130219255
tcs__wt_etoh__2,0.9914394946,-1.698415443
tcs__wt_lb__1,23.5628137247,0.9329411930000001
tcs__wt_lb__2,23.6389579757,1.038723316
tcs__wt_LiAcet__1,18.3230208555,1.038349543
tcs__wt_LiAcet__2,17.8801218417,1.1823322250000001
tcs__wt_LiCl__1,20.0682563186,1.085182034
tcs__wt_LiCl__2,20.0608901166,1.107320735
tcs__wt_m9p__1,19.105320441,-1.346368277
tcs__wt_m9p__2,19.1911297552,-1.629302477
tcs__wt_pyr__1,-3.0434228693,-1.226769354
tcs__wt_pyr__2,-3.3755330648,-1.446408426
tcs__wt_zncl2__1,16.5270325517,-0.683269176
tcs__wt_zncl2__2,16.5958714544,-0.68695781
ros_tale__1_112_0pq__1,9.66270959,1.323409954
ros_tale__1_112_0pq__2,11.848311840000001,1.081899625
ros_tale__1_112_250pq__1,9.6658026686,-1.113783433
ros_tale__1_112_250pq__2,10.1014733033,-0.78366343
ros_tale__1_112_750pq__1,7.5951092473,-0.9310844130000001
ros_tale__1_112_750pq__2,7.6291163536,-0.978024282
ros_tale__1_112_750pq__3,8.5237760317,-0.547643674
ros_tale__3_76_0pq__1,6.0912461524,1.566960801
ros_tale__3_76_0pq__2,5.8772467888,1.634199336
ros_tale__3_76_0pq__3,6.0443141997,1.668389833
ros_tale__3_76_0pq__4,5.7866227863,1.571051146
ros_tale__3_76_250pq__1,-5.7300670327,-1.915155968
ros_tale__3_76_250pq__2,-6.2442879308,-1.420784794
ros_tale__3_76_750pq__1,-5.7591527534,-1.852498172
ros_tale__3_76_750pq__2,-6.2284388355,-2.328670854
ros_tale__7_103_0pq__1,29.1305692251,1.019626883
ros_tale__7_103_0pq__2,29.2078233932,1.283204541
ros_tale__7_103_0pq__3,28.9713402022,0.7258731310000001
ros_tale__7_103_0pq__4,29.0903609217,1.143795575
ros_tale__7_103_250pq__1,5.5995828317,0.49905589100000003
ros_tale__7_103_250pq__2,3.2890359565000002,0.302811675
ros_tale__7_103_750pq__1,2.2040444709,0.525059287
ros_tale__7_103_750pq__2,1.9455474447,0.37028436200000003
ros_tale__9_77_0pq__1,-5.1116313968,-1.220166139
ros_tale__9_77_0pq__2,-4.6260064523,-1.194616858
ros_tale__9_77_250pq__1,-4.0801697954,-0.7091822550000001
ros_tale__9_77_250pq__2,-3.0111577072,-1.020432528
ros_tale__9_77_750pq__1,-1.6268827937,-1.060268483
ros_tale__9_77_750pq__2,-5.042745651,-0.720493292
ros_tale__11_83_0pq__1,26.464124445,0.700362201
ros_tale__11_83_0pq__2,26.1151863083,0.652641688
ros_tale__11_83_250pq__1,25.1935577836,0.472833694
ros_tale__11_83_250pq__2,23.9204580352,0.082403232
ros_tale__11_83_750pq__1,18.8535730161,-0.350806367
ros_tale__11_83_750pq__2,19.2469546579,-0.09833269300000001
ros_tale__13_87_0pq__1,32.6611510665,1.416603742
ros_tale__13_87_0pq__2,32.0039758529,1.869598019
ros_tale__13_87_250pq__1,31.2333699639,1.524327559
ros_tale__13_87_250pq__2,30.8359973923,1.11650689
ros_tale__13_87_750pq__1,28.4309951952,1.388423322
ros_tale__13_87_750pq__2,28.6868094022,1.435192073
ros_tale__14_27_0pq__1,25.8438112178,1.161184664
ros_tale__14_27_0pq__2,26.0846403452,1.084890674
ros_tale__14_27_250pq__1,23.5277079838,0.995489327
ros_tale__14_27_250pq__2,23.7816001549,1.117813052
ros_tale__14_27_750pq__1,11.3741650702,-3.667618203
ros_tale__14_27_750pq__2,8.4129216668,-3.538598843
ros_tale__16_28_250pq__1,14.1697408169,1.9345258310000002
ros_tale__16_28_250pq__2,14.3207387927,1.9303242960000002
ros_tale__16_32_0pq__1,24.1555284724,-0.22818037900000002
ros_tale__16_32_0pq__2,23.9998413379,-0.337568291
ros_tale__16_32_0pq__3,25.2094465917,1.78146988
ros_tale__16_32_0pq__4,25.3698282279,2.017093791
ros_tale__16_32_250pq__1,21.8110199331,1.632119291
ros_tale__16_32_250pq__2,21.136676691,1.688914289
ros_tale__16_32_750pq__1,21.7082837943,0.8565268220000001
ros_tale__16_32_750pq__2,21.1869303573,-0.1444464
ros_tale__17_104_0pq__1,21.8316992115,0.22326837600000002
ros_tale__17_104_0pq__2,22.9423968278,0.370184813
ros_tale__17_104_250pq__1,18.9485377487,0.903189474
ros_tale__17_104_250pq__2,20.4980306571,0.193618585
ros_tale__17_104_250pq__3,20.8535873119,0.39549014400000004
ros_tale__17_104_250pq__4,20.9274513926,0.6030434330000001
ros_tale__17_104_750pq__1,16.573355844399998,0.40372786200000005
ros_tale__17_104_750pq__2,19.5229333611,0.17986083600000002
ros_tale__18_24_250pq__1,7.6283033179,1.130108676
ros_tale__18_24_250pq__2,8.2145386267,1.29020916
ros_tale__18_36_0pq__1,17.5310756941,-1.530375451
ros_tale__18_36_0pq__2,16.6480873422,-1.475549072
ros_tale__18_36_0pq__3,18.4433323084,1.7240178080000002
ros_tale__18_36_0pq__4,18.5498874831,1.9380773320000002
ros_tale__18_36_250pq__1,12.0948018543,1.426558446
ros_tale__18_36_250pq__2,12.0241701629,1.371459705
ros_tale__18_36_750pq__1,2.0538734831,-1.006636302
ros_tale__18_36_750pq__2,0.9368556247000001,-1.979696075
ros_tale__19_91_0pq__1,11.5091639596,0.290370675
ros_tale__19_91_0pq__2,10.7679104707,0.492754028
ros_tale__19_91_250pq__1,11.1657459326,0.305591997
ros_tale__19_91_250pq__2,10.7728779026,-0.157352304
ros_tale__19_91_750pq__1,9.6435672284,-0.6223631980000001
ros_tale__19_91_750pq__2,6.9254154528,-0.002356349
ros_tale__19_91_750pq__3,10.6549335326,-1.764803415
ros_tale__19_91_750pq__4,6.8560211294,-0.9967113540000001
ros_tale__21_97_0pq__1,18.0722695592,0.5807143720000001
ros_tale__21_97_0pq__2,19.2306208574,1.785467233
ros_tale__21_97_250pq__1,14.0188117053,1.554847134
ros_tale__21_97_250pq__2,12.8819875659,2.000143696
ros_tale__21_97_750pq__1,10.2307847241,1.099072154
ros_tale__21_97_750pq__2,9.5615350733,2.054716907
ros_tale__25_111_0pq__1,20.2444023167,2.115024469
ros_tale__25_111_0pq__2,21.5245872031,0.11230522300000001
ros_tale__25_111_250pq__1,4.3388062247,1.9214321070000002
ros_tale__25_111_250pq__2,5.6399652868,0.326629677
ros_tale__25_111_750pq__1,2.270629443,0.537602782
ros_tale__25_111_750pq__2,-4.2250737501,1.539808262
ros_tale__29_119_0pq__1,2.158173324,-1.162310598
ros_tale__29_119_0pq__2,2.9387608354,-1.66625233
ros_tale__29_119_250pq__1,-2.1038988596,-1.782157577
ros_tale__29_119_250pq__2,-0.8397076403,-1.9296138470000002
ros_tale__29_119_750pq__1,-2.4424323918,-1.7635199639999999
ros_tale__29_119_750pq__2,-2.5180001554,-2.006521052
ros_tale__ALE4_0pq__1,18.104381602,1.400811778
ros_tale__ALE4_0pq__2,18.3093174002,1.4227051830000002
ros_tale__ALE4_250pq__1,0.7603523262,-0.486720874
ros_tale__ALE4_250pq__2,0.503529404,-0.584571269
pcoli__atASMT_325G__1,-5.8331573571,-0.185784112
pcoli__atASMT_325G__2,-5.3045399442,-0.13793855900000002
pcoli__bpTDC__1,-6.7231984827,-0.342374597
pcoli__bpTDC__2,-6.5464446358,-0.257552392
pcoli__BRCA__1,-6.4521087982,0.23428068700000002
pcoli__BRCA__2,-6.277511589,0.188024674
pcoli__BRCActrl__1,-7.1606218995,-0.6308251840000001
pcoli__BRCActrl__2,-6.7088876662,-0.593682578
pcoli__BRCAswap__1,-5.6760049946,-0.31695103700000005
pcoli__BRCAswap__2,-5.1728726433,-0.14393572
pcoli__btAANAT__1,-4.8695651699999996,-0.22435674
pcoli__btAANAT__2,-4.9427023337,-0.278653185
pcoli__btASMT__1,-5.2830503628,0.031733954
pcoli__btASMT__2,-5.6671907537,0.071026224
pcoli__CC1__1,-5.8449172165,-0.501647217
pcoli__CC1__2,-4.8768761852,-0.6719370410000001
pcoli__ccCOMT__1,-5.6798512305,0.185828194
pcoli__ccCOMT__2,-5.8034439538,0.031359175
pcoli__ckDDC__1,-6.6014782067,-0.918631237
pcoli__ckDDC__2,-6.2814523732,-1.279948
pcoli__CNTF_belt__1,-5.4999082361,-0.613459502
pcoli__CNTF_belt__2,-4.9165526697,-0.144547307
pcoli__cobPNMT__1,-3.9550979043,-0.044592557000000005
pcoli__cobPNMT__2,-3.879239158,-0.10708405700000001
pcoli__cvPhhB__1,-5.0294149777,0.165543569
pcoli__cvPhhB__2,-4.7089512998,0.187632172
pcoli__ggAANAT__1,-5.5407376829,0.156074126
pcoli__ggAANAT__2,-6.0529983832,0.03690393
pcoli__ggTPH__1,-5.5019816865,0.172819988
pcoli__ggTPH__2,-6.5456739815,0.055075384000000005
pcoli__hsAANAT__1,-5.116439195,-1.583310185
pcoli__hsAANAT__2,-4.819101453,-1.398316667
pcoli__hsASMT__1,-6.1922805062,0.033589979
pcoli__hsASMT__2,-6.9545204014,-0.061648501
pcoli__hsPNMT_mb__1,-5.5405633815,-0.185246516
pcoli__hsPNMT_mb__2,-5.5901148697,-0.16920547200000002
pcoli__hsTPH__1,-6.4738520865,-0.22648667900000002
pcoli__hsTPH__2,-6.676787956,0.198352355
pcoli__hsTPH_E2K__1,-5.4487073682,-0.45419901700000004
pcoli__hsTPH_E2K__2,-5.7486393801,-0.780878717
pcoli__hsTPH_E2K_N91I_P99C__1,-5.7697929189,0.032217319
pcoli__hsTPH_E2K_N91I_P99C__2,-5.8985411496,0.11798027100000001
pcoli__hsTPH_N158trunc__1,-5.8839404789,-0.705790333
pcoli__hsTPH_N158trunc__2,-6.1423239033,-0.914867109
pcoli__hsTPH_N174trunc__1,-5.8330765389,-0.255115018
pcoli__hsTPH_N174trunc__2,-6.0186937282,-0.510054055
pcoli__hsTPH_Ntermtrunc__1,-5.5866794815,-0.848898637
pcoli__hsTPH_Ntermtrunc__2,-5.8183945727,-0.508017759
pcoli__hsTPH1__1,-5.1011180157,0.07633972600000001
pcoli__hsTPH1__2,-4.9432246566,-0.141317509
pcoli__MBP__1,-4.4089776377,0.124635201
pcoli__MBP__2,-4.0876129418,-0.260847731
pcoli__msCOMT__1,-6.3776696026,0.46467448400000005
pcoli__msCOMT__2,-6.2022827083,0.338112475
pcoli__ocAANAT__1,-5.3902381902,0.258829343
pcoli__ocAANAT__2,-5.2384859851,0.011277848
pcoli__osTDC_K374H__1,-4.0866275874,-0.5090476890000001
pcoli__osTDC_K374H__2,-4.6687472406,-0.373826877
pcoli__osTDC_K374L__1,-5.5543745569,0.9362207450000001
pcoli__osTDC_K374L__2,-6.1569167793,0.66183032
pcoli__osTDC_K374Q__1,-5.0175285739,-0.05645564300000001
pcoli__osTDC_K374Q__2,-5.0680038483,-0.043941279
pcoli__osTDC_L360V__1,-5.0618835763,-0.016728550000000002
pcoli__osTDC_L360V__2,-5.6436662909,0.05080141
pcoli__pmTPH__1,-6.439441162,0.379480816
pcoli__pmTPH__2,-7.1564497951,0.34495805
pcoli__RFC__1,-4.135475229,-0.17986634
pcoli__RFC__2,-4.4715038063,-0.11846742
pcoli__RFCctrl__1,-4.9097777579,-1.388498972
pcoli__RFCctrl__2,-4.982731739,-1.698281706
pcoli__RFCnopause__1,-5.2566563067,-1.554378443
pcoli__RFCnopause__2,-5.8941419845,-2.002670742
pcoli__RFCpluspause__1,-5.7317429973,-1.509101295
pcoli__RFCpluspause__2,-4.9465476273,-1.802947987
pcoli__rnCOMT_sol__1,-5.7004489447,-1.307771849
pcoli__rnCOMT_sol__2,-5.2230243888,-1.249367303
pcoli__rnPNMT__1,-5.9505196513000005,0.525051955
pcoli__rnPNMT__2,-7.2444830143,0.41758421900000003
pcoli__rnTDC__1,-6.8756346405,0.109387172
pcoli__rnTDC__2,-6.3495635925,0.018000268
pcoli__rnTDC_trunc__1,-6.1613065388,0.382253762
pcoli__rnTDC_trunc__2,-6.7680112323,0.291439532
pcoli__saCOMT_T2A__1,-5.5539523848,0.065870999
pcoli__saCOMT_T2A__2,-5.8988391479,0.16423868800000002
pcoli__sfCOMT__1,-4.6230749943,0.27440980600000003
pcoli__sfCOMT__2,-4.9545453306,0.154865719
pcoli__sgAANAT_D63G__1,-4.772578432,0.033138937
pcoli__sgAANAT_D63G__2,-4.683847259,0.166320968
pcoli__ssDDC__1,-6.2187935271,0.336592479
pcoli__ssDDC__2,-6.8251918699,-0.063561534
pcoli__TP53B__1,-5.7589949979,-0.0023514070000000002
pcoli__TP53B__2,-5.9659696589,-0.173399895
pcoli__WT__1,-4.7421453575,-0.856580706
pcoli__WT__2,-4.9515589829,-0.41341600300000003
cck__glu_ale4__1,7.2305742718,1.530131763
cck__glu_ale4__2,3.5047101660999997,1.398647109
cck__cck_ale1__1,3.0223072228,1.266808652
cck__cck_ale1__2,3.5240162103,1.53598082
cck__cck_ale2__1,2.5336849034,1.246653091
cck__cck_ale2__2,1.4078906898999999,1.194462937
cck_pgi__gmos_delpgi__1,2.8290988317,1.607809802
cck_pgi__gmos_delpgi__2,13.8160191041,1.294410402
cck_pgi__pgi_ale1__1,2.2339227012,1.60958422
cck_pgi__pgi_ale1__2,-2.4063743647,1.387747062
cck_pgi__pgi_ale2__2,-2.4411449419,1.336186397
cck_pgi__pgi_ale3__1,5.8191690013,0.965262473
cck_pgi__pgi_ale3__2,1.0393193604,0.823874513
cck_pgi__pgi_ale4__1,3.933378317,0.24779213400000002
cck_pgi__pgi_ale4__2,3.4758375783,-0.240535355
cck_pgi__pgi_ale4__3,2.0329302222,-0.42760753100000004
cck_pgi__pgi_ale5__1,4.5718891917,2.132198553
cck_pgi__pgi_ale5__2,5.1371647423,1.929910848
cck_pgi__pgi_ale6__1,8.4521986276,1.567412988
cck_pgi__pgi_ale6__2,2.1050117646,1.669288221
cck_pgi__pgi_ale7__1,11.5406336324,1.645697396
cck_pgi__pgi_ale7__2,7.1981337204999996,1.711156144
cck_pgi__pgi_ale8__1,3.7677405943,1.43310787
cck_pgi__pgi_ale8__2,2.1601256187,1.3663390450000001
cck_sdh__gmos_delsdhCB__1,-2.9328456162,0.8893988030000001
cck_sdh__gmos_delsdhCB__2,-0.3185668173,0.332946976
cck_sdh__sdh_ale1__1,-2.9502680154,0.6148693070000001
cck_sdh__sdh_ale1__2,-3.5102846163,0.8481720140000001
cck_sdh__sdh_ale2__1,-1.5047250134999999,1.415217529
cck_sdh__sdh_ale3__2,-1.9769371676,1.020012199
cck_sdh__sdh_ale3__1,-1.5725643623,1.3008945010000001
cck_sdh__sdh_ale3__3,-1.180658698,0.949101729
cck_pts__gmos_delptsHIcrr__2,7.9959633100000005,-1.237936841
cck_pts__gmos_delptsHIcrr__1,3.6345283587,-1.188695122
cck_pts__pts_ale1__2,-4.8085520619,-2.70817893
cck_pts__pts_ale1__1,-4.9408514347,-2.420806936
cck_pts__pts_ale2__2,-5.4352645681,-1.6652563009999999
cck_pts__pts_ale2__1,-5.9515662844,-1.175314356
cck_pts__pts_ale3__2,-4.9247307503,-3.205453174
cck_pts__pts_ale3__1,-4.7706957324,-2.595882176
cck_pts__pts_ale4__2,14.07813927,1.446035329
cck_pts__pts_ale4__1,12.1710429707,1.601519921
cck_gnd__gmos_delgnd__1,-6.0014505949,0.731093882
cck_gnd__gmos_delgnd__2,-6.4575816706,0.248338161
cck_gnd__gnd_ale1__1,3.9213060638,1.366198828
cck_gnd__gnd_ale1__2,1.356989958,1.325707137
cck_gnd__gnd_ale2__1,7.3304133821,1.56817921
cck_gnd__gnd_ale2__2,11.8613826381,1.342015862
cck_gnd__gnd_ale3__1,3.3245287876000003,1.198225184
cck_gnd__gnd_ale3__2,0.4323894753,1.132838364
cck_tpiA__gmos_deltpiA__1,11.4358381769,1.930669828
cck_tpiA__gmos_deltpiA__2,9.643716252699999,1.904315897
cck_tpiA__tpiA_ale1__1,14.6877028228,2.355773033
cck_tpiA__tpiA_ale1__2,17.5987983617,2.180608389
cck_tpiA__tpiA_ale2__1,16.7220208223,2.656173079
cck_tpiA__tpiA_ale2__2,16.7322370205,2.533410137
cck_tpiA__tpiA_ale3__1,16.6997212673,1.985590768
cck_tpiA__tpiA_ale3__2,13.195783025,2.094717017
cck_tpiA__tpiA_ale4__1,13.9928894236,2.3702205100000002
cck_tpiA__tpiA_ale4__2,13.082762117,2.391969007
acid_tale__acid_ale1_pH7__1,9.8048964819,1.584817111
acid_tale__acid_ale1_pH7__2,9.2966544633,1.789440009
acid_tale__acid_ale1_pH5__1,19.1338042985,0.534554463
acid_tale__acid_ale1_pH5__2,18.0887394845,0.87338931
acid_tale__acid_ale2_pH7__1,9.1682375941,1.778302401
acid_tale__acid_ale2_pH7__2,7.7988727098,1.730282629
acid_tale__acid_ale2_pH5__1,14.3802996001,2.066788898
acid_tale__acid_ale2_pH5__2,14.0640421208,0.230508076
acid_tale__low_Mg_ale_pH7__1,2.6710465775000003,1.2758258420000002
acid_tale__low_Mg_ale_pH7__2,4.2895027297,1.339997539
acid_tale__low_Mg_ale_pH5__1,6.2876259713,1.987036433
acid_tale__low_Mg_ale_pH5__2,1.9293218854,1.715356922
acid_tale__MES_ale_pH7__1,21.4198719839,1.782434629
acid_tale__MES_ale_pH7__2,20.4961356762,1.937089678
acid_tale__MES_ale_pH5__1,20.1960804528,2.023260118
acid_tale__MES_ale_pH5__2,16.4513102442,1.7688080099999999
acid_tale__gmos_pH7__1,22.7011243356,1.804246303
acid_tale__gmos_pH7__2,22.7541794666,1.761044316
acid_tale__gmos_pH5__1,25.0462256361,2.18926637
acid_tale__gmos_pH5__2,26.309948446900002,2.501947526
adnB__wt_adn__1,-7.1609490991,0.025628881000000003
adnB__wt_adn__2,-7.6180065028,0.36139795500000005
adnB__delydhB_adn__1,-6.7981920713,0.036679170000000004
adnB__delydhB_adn__2,-5.3025944132,0.190345073
ytf2__wt_glc__1,-2.7329361277,0.5339791890000001
ytf2__wt_glc__2,-2.5643517371,0.5574168620000001
ytf2__ybcM_glc__1,-1.808513982,0.066219288
ytf2__ybcM_glc__2,-2.7088628201000002,-0.390228177
ytf2__ydhB_glc__1,-2.7228181797,-0.220108784
ytf2__ydhB_glc__2,-3.2666589647,-0.30495511200000003
ytf2__yfeC_glc__1,-3.1027325932,0.21078253600000002
ytf2__yfeC_glc__2,-3.0234642175,-0.30016992800000003
ytf2__yciT_glc__1,-3.608934493,0.340696649
ytf2__yciT_glc__2,-3.4221041985,0.837991001
ytf2__ydiZ_glc__1,-1.1031307919,0.8294629910000001
ytf2__ydiZ_glc__2,-0.4673698009,0.742665813
ytf2__ynfL_glc__1,-1.9533323903,0.47513253400000005
ytf2__ynfL_glc__2,-1.7898886041000002,0.517743234
misc2__dellon_glc__1,23.4351468412,-1.040183607
misc2__dellon_glc__2,22.525594955,-1.235189509
ytf3__wt_glc2__1,-2.2088841846,0.371425695
ytf3__wt_glc2__2,-2.186779583,0.277890805
ytf3__wt_pH7_lactate__1,-4.1512218802,0.19173571
ytf3__wt_pH7_lactate__2,-4.4332396829,0.08212485400000001
ytf3__wt_pH55_lactate__1,-4.2586026234,0.450820109
ytf3__wt_pH55_lactate__2,-4.7001750219,-0.060830299000000004
ytf3__wt_pH55_HCl__1,-4.3228886335,0.082334155
ytf3__wt_pH55_HCl__2,-4.6290046936,0.20290555300000002
ytf3__dyieP_pH7__1,-2.5123303755,0.30987089
ytf3__dyieP_pH7__2,-2.156785236,0.331370893
ytf3__dyieP_pH55__1,-3.6181358642,0.18930131900000002
ytf3__dyieP_pH55__2,-3.2277142367,0.151933492
